ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
5007;199205;7;;;;6.5;26.9;12;14.2;13.3;;;;;7.5;24.1;7;
5007;199204;7;;;;3.7;23;8.7;10.7;10.1;;;;;6.5;113.3;6;
5007;199203;7;;;;3.4;20.1;6.6;8.4;7.8;;;;;5.4;18.8;2;
5007;199202;7;;;;3.3;17.5;4.2;7.3;6.5;;;;;5.4;38;7;
5007;199201;7;;;;1.8;15.3;1.8;4.1;3.3;;;;;8.2;0.9;2;
5007;199112;7;;;;1.6;16.3;5.9;7.9;7.3;;;;;4.7;20.3;7;
5007;199111;7;;;;2.5;19.4;5.8;7.9;7.3;;;;;5;15.6;1;
5007;199104;7;;;;4.7;20.8;7.2;9.6;8.8;;;;;8.3;15.6;5;
5007;199103;7;;;;3.1;17.9;7.7;10.6;9.8;;;;;7.4;90.3;9;
5007;199210;7;;;;3.5;22.1;10.2;12.4;11.5;;;;;8.6;53.2;6;
5007;199502;8;;;2.8;3.2;18.3;6.3;8.3;7.8;;;;;1.9;60;5;
5008;198710;7;;;2.4;2.6;20.3;12.7;13.2;12.9;;;;;4.3;115.5;12;
5008;198709;7;;;6;5.8;33.1;26;18.6;15;;;;;3.1;21.9;4;
5008;198708;7;;;7.2;7.6;33;19;18.9;14.5;;;;;4.2;38.6;2;
5008;198707;7;;;5.2;8.2;33.4;27;19.4;16;;;;;4.2;11.2;5;
5008;198706;7;;;6.7;8.3;32;23;17.1;15;;;;;3.8;2.1;2;
5007;199509;8;;;5.9;6.4;29;15.1;17.6;16.9;;;;;;0;0;303
5007;199508;8;;;10.4;11.1;33.4;18.7;20.9;20.1;;;;;5.8;0;0;319
5007;199507;8;;;12.3;13.2;33.8;17.8;19.6;18.7;;;;;5.3;0;0;340
5007;199506;8;;;8.2;8.2;28.1;15.5;17.4;16.8;;;;;5.6;25;4;259
5007;199505;8;;;7.8;8;27.8;14;16.2;15.2;;;;;5.8;0;0;265
5007;199308;7;;;;9.4;32.5;17.5;19.5;18.2;;;;;10.4;0;0;
5007;199503;8;;;5.2;5.4;21.7;6.7;8;7.7;;;;;2.4;9;2;
5008;199210;7;;;;2.9;20.7;10.2;11.5;10.6;;;;;4.3;141.7;15;
5007;199501;8;;;1.7;2.1;15.9;2.6;4.5;3.8;;;;;4.1;15.8;5;195
5007;199412;8;;;1.3;1.9;17.6;4.6;5.9;5.4;;;;;2.7;11;2;163
5007;199411;8;;;1.3;1.8;20.9;9.8;11.9;11.4;;;;;2;22.5;4;200
5007;199410;8;;;2.5;3.4;25.3;13.7;15.4;15;;;;;8.2;18.2;6;219
5007;199405;8;;;;5.2;24.7;12.6;14.4;13.7;;;;;11.2;62.4;6;
5007;199404;8;;;;4.1;22.9;7.1;9.1;8.5;;;;;9.2;16.2;5;
5007;199403;8;;;;2.9;22.8;6.9;8.8;8.2;;;;;;9.5;19;
5007;199402;8;;;;1.6;16.4;3.4;6.2;5.6;;;;;;72;16;
5007;199401;8;;;;1.9;15.8;2.7;5.4;4.6;;;;;;34;6;
5007;199312;8;;;;2;16.5;4;6.3;5.7;;;;;5.3;1;1;
5007;199311;8;;;;1.9;18.3;8.8;10;9.5;;;;;7.3;52.4;10;
5007;199504;8;;;7.4;7.4;24.2;9;11.1;10.2;;;;;4;17;1;283
5008;200101;8;;;0.9;1.2;14.9;6.4;8.2;7.7;;;;;;230;17;111
5008;200001;8;;;1.4;1.3;14;1.7;2.9;2.2;;;;;3.5;8.6;5;207
5008;200112;8;;;1.7;1.2;15.1;4.5;5.9;5;;;;;;99;6;132
5008;200111;8;;;1.9;1.5;17.2;6.5;7.7;6.8;;;;;;104;4;194
5008;200110;8;;;2.4;2.9;24.9;14.5;15.6;14.7;;;;;;87.4;10;189
5008;200109;8;;;4.4;4.9;30;16.8;17.7;16.9;;;;;;49.2;4;235
5008;200108;8;;;6.6;7.7;35;18.1;19.1;17.6;;;;;;0;0;349
5008;200107;8;;;7;8;33.8;16.6;18.1;16.4;;;;;;1.8;1;366
5008;200106;8;;;7.3;8.7;33.8;16.3;17.8;15.6;;;;;;1.1;1;396
5008;200105;8;;;4;5.7;26;12.2;13.5;12.6;;;;;;52.8;11;269
5008;200104;8;;;4.8;5.5;24.6;9.3;10.8;9.5;;;;;;7.7;3;303
5008;200202;8;;;2;2.2;19;5.1;6.2;5.4;;;;;;8.9;3;198
5008;200102;8;;;1.8;2.4;17.6;5.7;7.2;6.6;;;;;;40.1;11;171
5008;200203;8;;;2;3.4;20.6;8.4;9.9;9.2;;;;;;130;12;216
5008;200012;8;;;0.9;1.2;15.3;7;8.4;7.7;;;;;;209;14;104
5008;200011;8;;;1.4;1.5;17.6;7.2;9.3;8.8;;;;;;10.9;14;139
5008;200010;8;;;2.8;3.4;24.8;10.8;12.2;10.8;;;;;;54.8;4;239
5008;200009;8;;;5.4;6.1;31.9;15.3;16.5;15.2;;;;;;4;2;273
5008;200008;8;;;7.2;8.4;35.7;17.9;18.3;16.9;;;;;3;0;0;351
5008;200007;8;;;7.1;8.7;35.7;17.4;18.5;17;;;;;3.5;0;0;388
5008;200006;8;;;6.8;8.4;33.4;16.1;17.9;16.2;;;;;4.1;0;0;372
5008;200005;8;;;3.6;5.5;26;13.7;14.9;14.2;;;;;3.6;70.1;10;275
5008;200004;8;;;2.6;3.5;18.9;8.2;10;9.3;;;;;5.3;137;13;178
5008;200003;8;;;3.5;3.9;22.3;7;8.4;7.4;;;;;3.6;21.9;4;226
5008;199208;7;;;;8;34.7;17.9;18.9;17.4;;;;;4.2;4.9;2;
5008;200103;8;;;2.3;3.2;20.4;9.9;11.7;10.8;;;;;;220;13;171
5008;200303;8;;;2.4;2.8;20.5;8.5;9.5;8.7;;;;;;45.4;7;214
5010;200605;8;;;5.7;;28.8;13.2;15.3;13.5;;;;;;25.8;3;
5009;198907;7;;;;9.2;36.4;20.8;21.9;19.3;;;;;4.8;0;0;
5009;198906;7;;;;8.7;32.3;17.1;18.9;16.5;;;;;5.3;0;0;
5009;198905;7;;;;6.1;27;13.8;15.2;13.7;;;;;4.7;8.7;3;
5009;198904;7;;;;4.3;20.5;9.3;10.8;9.9;;;;;6.4;109.6;9;
5009;198903;7;;;;3.2;22.2;8.5;10.3;9.2;;;;;4;15.8;4;
5009;198902;7;;;;2.2;18.2;7.6;8.8;7.7;;;;;5.8;57.9;7;
5009;198901;7;;;;1.3;15.8;4.6;6.4;5.4;;;;;3.5;31.5;4;
5009;198812;7;;;;1.4;17.1;4.5;6.4;5.3;;;;;4.2;;;
5009;198811;7;;;;1.2;19.7;12.2;13.3;12.3;;;;;3.6;109;14;
5008;200201;8;;;1.2;1.3;15.6;5.4;6.8;6.2;;;;;;70.9;6;177
5008;200304;8;;;2.8;4.7;22.1;97;10.9;10.3;;;;;;64.7;11;222
5008;199912;8;;;1.3;1.2;15.2;5.5;7.3;6.9;;;;;3.9;32.1;8;131
5008;200302;8;;;1.5;1.6;15.1;3.8;5.4;4.7;;;;;;95.9;11;155
5008;200301;8;;;1.4;1.6;14.2;3.4;5.3;4.6;;;;;;63.1;8;167
5008;200212;8;;;1;1.4;15.8;7.6;9.3;8.7;;;;;;137;15;126
5008;200211;8;;;1.6;2.1;19;8;9.8;9.3;;;;;;153;12;142
5008;200210;8;;;2.5;2.4;24;13.2;14.4;13.9;;;;;;59;10;190
5008;200209;8;;;3.6;4.8;29.4;15.5;16.4;15.8;;;;;;77.5;7;229
5008;200208;8;;;6.2;8;33.6;16.6;17.8;16.6;;;;;;0;0;345
5008;200207;8;;;7.1;9.2;35.1;16.6;18.4;16.6;;;;;;0;0;391
5008;200206;8;;;6.3;8.8;32.1;15.9;17.3;15.3;;;;;;0;0;339
5008;200205;8;;;4.7;6.8;26.7;10.8;12.5;11;;;;;;12.8;4;318
5008;200204;8;;;2.8;4;22.4;9.3;10.7;9.8;;;;;;65.6;11;223
5009;198810;7;;;;2.7;25;14.6;16.1;15;;;;;3.3;96;10;
5008;199310;7;;;;2.8;20.7;10.7;12.1;10.9;;;;;6;87.6;16;
5008;200002;8;;;2.8;2.4;21;5.1;6.2;5.5;;;;;3.1;0;0;233
5008;199409;7;;;;7;30.3;14;15.7;13.2;;;;;4.6;4;1;
5008;199408;7;;;;9.3;36.2;18.2;20;17.2;;;;;4.6;0;0;
5008;199407;7;;;;10.2;38.1;18.1;19.2;16.6;;;;;4.3;0;0;
5008;199406;7;;;;9.4;33.1;15.9;17.6;14.9;;;;;4.7;0;0;
5008;199405;7;;;;5.6;26;12;13.3;12.4;;;;;5.3;69;8;
5008;199404;7;;;;5.7;21.5;7.5;8.9;7.7;;;;;5.6;43.5;7;
5008;199403;7;;;;3.9;23;7.2;8.5;7.6;;;;;4.1;0;0;
5008;199402;7;;;;2.1;16.2;3.9;5.7;5;;;;;4.7;86.4;16;
5008;199401;7;;;;1.8;15.3;3.6;5;3.8;;;;;5.2;80.8;8;
5008;199411;8;;;1.7;2.2;20.5;9.2;10.8;10.2;;;;;4.1;106;7;174
5008;199311;7;;;;1.5;17;7.7;8.8;8.2;;;;;3.7;90.1;10;
5008;199412;8;;;1.4;1.3;15.7;4.4;5.4;4.7;;;;;3;33.2;5;170
5008;199309;7;;;;6.3;28.1;13.3;15;13;;;;;4.8;14.4;4;
5008;199308;7;;;;8.3;33.3;18;19.2;16.6;;;;;4.7;0;0;
5008;199307;7;;;;10.9;36.9;17.9;23.1;15.9;;;;;4.5;0;0;
5008;199306;7;;;;7.9;29.3;15.6;16.4;14.9;;;;;4.9;3.8;5;
5008;199305;7;;;;5.2;22.8;12.3;12.4;11.8;;;;;5.3;63.1;11;
5008;199304;7;;;;5.3;20.7;7.2;8.4;7;;;;;;83.2;9;
5008;199303;7;;;;4.1;20.3;6.6;7.8;6.3;;;;;5;5.5;1;
5008;199302;7;;;;2.8;15.5;4.1;5.4;4;;;;;5.4;19.6;4;
5008;199301;7;;;;1.7;14.2;1.2;2.4;1.6;;;;;4.2;18;3;
5008;199212;7;;;;1.4;13.8;5.1;6.8;6;;;;;5;20.1;8;
5008;199211;7;;;;1.7;19.5;6.6;7.8;7;;;;;3.4;14;2;
5008;199312;7;;;;1.2;15.5;3.7;5.2;4.6;;;;;3.9;3;1;
5008;199512;8;;;1;1.3;16.2;9;10.2;9.4;;;;;6;251;20;115
5008;199911;8;;;1.9;1.8;17.3;5.5;6.3;5.7;;;;;3.5;7.2;4;226
5008;199910;8;;;2.2;3;23.7;13.9;15.2;14.6;;;;;3.9;234;14;153
5008;199709;8;;;4.4;5.6;31.8;16.4;17.8;16.4;;;;;3.5;65.8;6;252
5008;199708;8;;;5.4;6.8;33.1;17;18.3;16.9;;;;;3.6;22.7;3;315
5008;199707;8;;;5.6;7.8;32.4;16.7;17.8;16.4;;;;;3.9;5.9;2;350
5008;199706;8;;;5.3;7.6;28.4;14.6;16.3;15;;;;;4.8;20.5;4;323
5008;199611;8;;;1.8;2.2;18.9;7.7;9.8;9;;;;;2.2;102;7;
5008;199605;8;;;3.9;5.4;24.6;12.6;13.6;12.5;;;;;4.6;136;9;259
5008;199604;8;;;3.7;4.7;23.6;10;11.5;10.6;;;;;4.5;30;7;244
5008;199603;8;;;2.5;3.2;18.6;7.3;8.9;8;;;;;5.3;27.8;8;199
5008;199410;8;;;3.2;3.6;25.4;12.8;14.6;13.4;;;;;3.7;23.1;5;176
5008;199601;8;;;0.9;3;14.7;8;9.3;8.3;;;;;5;359;21;75
5009;198909;7;;;;4.7;30.2;17;17.9;16.9;;;;;3.9;21.3;4;
5008;199511;8;;;1.9;1.7;20.5;10.8;12.2;11;;;;;4.1;173;9;120
5008;199510;8;;;4.4;4.3;28.2;13.3;14.9;13.1;;;;;3.9;;;240
5008;199509;8;;;6;6.9;29.4;14;15.8;13.5;;;;;5.1;7.2;2;282
5008;199508;8;;;6.9;9.2;36.1;19.1;20.1;17.9;;;;;4.5;0;0;343
5008;199507;8;;;9.9;9.7;36.4;18.9;20.1;17.7;;;;;5.1;3.1;1;348
5008;199506;8;;;6.7;8.3;30.8;16.2;17.7;15.6;;;;;5.7;3.1;2;286
5008;199505;8;;;6.8;8.3;30;13.8;15.2;13.1;;;;;5.3;23;1;328
5008;199504;8;;;4.9;6;24.8;7.8;9.3;8;;;;;4.6;34;5;275
5008;199503;8;;;3.6;4.2;21.9;6.2;7.2;6.2;;;;;4.9;29.3;3;255
5008;199502;8;;;2.4;2.4;18.5;6.5;7.8;7.1;;;;;5.5;43.8;6;194
5008;199501;8;;;1.5;1.8;15;2.9;4.7;4;;;;;4.3;37.6;6;181
5008;199602;8;;;1.9;1.9;15.3;4.1;5.4;4.2;;;;;5.5;37.4;6;178
5012;201101;8;;;1.2;;;;;;;;;;;81.1;26;
5012;201201;8;;;1.2;;;;;;;;;;;24.1;11;
5012;201112;8;;;1.5;;;;;;;;;;;11;16;
5012;201111;8;;;2;;;;;;;;;;;119.8;18;
5012;201110;8;;;5.2;;;;;;;;;;;46.1;6;
5012;201109;8;;;5.6;;;;;;;;;;;16.9;2;
5012;201108;8;;;7.3;;;;;;;;;;;1;3;
5012;201107;8;;;8.7;;;;;;;;;;;0.1;1;
5012;201106;8;;;5.9;;;;;;;;;;;76.7;3;
5012;201105;8;;;2.7;;;;;;;;;;;46.3;11;
5012;201104;8;;;3.8;;;;;;;;;;;74.1;9;
5010;200603;8;;;2.1;;17.6;6.1;8.3;8;;;;;;174;8;
5012;201102;8;;;1.2;;;;;;;;;;;58.8;13;
5012;201204;8;;;3.1;;;;;;;;;;;46.2;12;
5012;201012;8;;;1.5;;;;;;;;;;;195;20;
5012;201011;8;;;1.9;;;;;;;;;;;100.1;16;
5012;201010;8;;;3;;;;;;;;;;;67.4;8;
5012;201009;8;;;6.4;;;;;;;;;;;19.7;7;
5012;201008;8;;;9;;;;;;;;;;;9.1;3;
5012;201007;8;;;9.8;;;;;;;;;;;0.2;1;
5012;201006;8;;;4.5;;;;;;;;;;;24.8;3;
5012;201005;8;;;2.7;;;;;;;;;;;20;6;
5012;201004;8;;;4;;;;;;;;;;;32.3;7;
5012;201003;8;;;2;;;;;;;;;;;81.5;16;
5012;201103;8;;;2.2;;;;;;;;;;;44.3;11;
5012;201303;8;;;2;;;;;;;;;;;225.1;24;
5012;201403;8;;;2.8;;;;;;;;;;;40.4;6;
5012;201402;8;;;1.2;;;;;;;;;;;129;20;
5012;201401;8;;;1.3;;;;;;;;;;;113.9;19;
5012;201312;8;;;1.4;;;;;;;;;;;98.2;10;
5012;201311;8;;;2.4;;;;;;;;;;;6.6;3;
5012;201310;8;;;3.2;;;;;;;;;;;30;6;
5012;201309;8;;;5.4;;;;;;;;;;;18.3;4;
5012;201308;8;;;7.9;;;;;;;;;;;13.6;1;
5012;201307;8;;;8.9;;;;;;;;;;;0;0;
5012;201306;8;;;5;;;;;;;;;;;0.2;1;
5012;201202;8;;;2.6;;;;;;;;;;;2.7;2;
5012;201304;8;;;2.4;;;;;;;;;;;86.6;8;
5012;201203;8;;;4;;;;;;;;;;;4.8;3;
5012;201302;8;;;1.3;;;;;;;;;;;112.5;16;
5012;201301;8;;;0.9;;;;;;;;;;;79.8;25;
5012;201212;8;;;0.9;;;;;;;;;;;74.6;22;
5012;201211;8;;;1.5;;;;;;;;;;;227.1;19;
5012;201210;8;;;3;;;;;;;;;;;91.1;12;
5012;201209;8;;;5.6;;;;;;;;;;;62.5;4;
5012;201208;8;;;7.3;;;;;;;;;;;0;0;
5012;201207;8;;;8.9;;;;;;;;;;;0;0;
5012;201206;8;;;8.8;;;;;;;;;;;0;0;
5012;201205;8;;;5.9;;;;;;;;;;;52.5;10;
5012;200912;8;;;1;0.9;15;5.4;;;;;;;;309.9;20;
5012;201305;8;;;3.3;;;;;;;;;;;56;10;
5012;200510;8;;;3.3;3.1;23.8;15.2;;;;;;;;79;7;
5012;201002;8;;;1.5;1.3;14.5;7.9;;;;;;;;274.3;20;
5012;200609;8;;;5.8;4.7;29.2;18.6;;;;;;;;63.7;4;
5012;200608;8;;;6.7;6.5;32.8;20.8;;;;;;;;17;1;
5012;200607;8;;;7.9;7.3;34.5;21.4;;;;;;;;3.6;2;
5012;200606;8;;;3.8;6.5;28.7;19.4;;;;;;;;5.6;4;
5012;200605;8;;;3.3;5.1;26.2;15.3;;;;;;;;43;3;
5012;200604;8;;;2.8;3.4;21.3;12.1;;;;;;;;34.2;6;
5012;200603;8;;;2.3;2.3;16.5;9;;;;;;;;78.7;7;
5012;200602;8;;;1.2;1.4;13.1;6;;;;;;;;96.3;14;
5012;200601;8;;;0.7;1;11.3;5.3;;;;;;;;87.1;14;
5012;200611;8;;;2.1;1.6;18.3;12.1;;;;;;;;77.1;13;
5012;200511;8;;;2.7;1.8;17.7;8.3;;;;;;;;4;3;
5012;200612;8;;;1.4;1;13.7;5.8;;;;;;;;49.3;6;
5012;200509;8;;;5.2;4.9;28;17.4;;;;;;;;1;1;
5012;200508;8;;;7.5;7.2;33.2;21.2;;;;;;;;0;0;
5012;200507;8;;;6.4;7.7;33.7;21;;;;;;;;0;0;
5012;200506;8;;;7.3;7.4;31.9;20.1;;;;;;;;1.2;1;
5012;200505;8;;;6.4;5.7;27.1;14.8;;;;;;;;11.5;5;
5012;200504;8;;;5.1;4.3;21.3;11;;;;;;;;12.7;4;
5012;200503;8;;;3.3;2.5;16.2;9.6;;;;;;;;34;14;
5012;200502;8;;;2.8;1.9;13;3.5;;;;;;;;64.8;6;
5012;200501;8;;;1.8;1.4;14.1;3.3;;;;;;;;0;0;
5012;200412;8;;;1.6;1.2;12.7;5.5;;;;;;;;33.6;6;
5012;200411;8;;;2.7;1.8;17.6;8.3;;;;;;;;4;3;
5012;200512;8;;;0.9;1;13.4;6.4;;;;;;;;29.8;8;
5012;200712;8;;;1.4;1.1;14.6;5.6;;;;;;;;15.8;8;
5012;201406;8;;;6.3;;;;;;;;;;;18.7;5;
5012;200911;8;;;2.5;;;;;;;;;;;23.3;6;
5012;200910;8;;;4.6;;;;;;;;;;;32.3;7;
5012;200809;8;;;3.5;3.5;28.4;16.1;;;;;;;;13.9;9;
5012;200808;8;;;6.8;6.6;35.2;18.3;;;;;;;;0;0;
5012;200807;8;;;7.8;7.1;35.1;18.8;;;;;;;;0;0;
5012;200806;8;;;7;6.2;31.5;16;;;;;;;;0;0;
5012;200805;8;;;2.8;3.5;22.9;11.9;;;;;;;;45.8;15;
5012;200804;8;;;3.9;4;21.1;9.8;;;;;;;;206;10;
5012;200803;8;;;2.7;3;19.8;7;;;;;;;;8.7;3;
5012;200610;8;;;3.6;3;23.6;16.9;;;;;;;;84.6;9;
5012;200801;8;;;1.1;1.1;16;5.2;;;;;;;;46.7;12;
5012;201001;8;;;1.1;1.1;12.9;6.3;;;;;;;;173.2;18;
5012;200711;8;;;2.5;2;19.1;8.2;;;;;;;;49;5;
5012;200710;8;;;3.1;3;24.8;12.1;;;;;;;;52.7;4;
5012;200709;8;;;4.6;4.2;29.9;15.8;;;;;;;;57.6;6;
5012;200708;8;;;6.2;6.4;34;18.1;;;;;;;;1.8;2;
5012;200707;8;;;6.9;8;36.1;18;;;;;;;;1;1;
5012;200706;8;;;4.7;5.7;29.7;14.7;;;;;;;;4.3;2;
5012;200705;8;;;3.9;4.3;25.2;11.1;;;;;;;;78.3;8;
5012;200704;8;;;2.3;2.4;19.7;9;;;;;;;;60.2;15;
5012;200703;8;;;3.6;2.8;18.6;5.8;;;;;;;;10.7;6;
5012;200702;8;;;1.1;1.3;16;6.9;;;;;;;;69.2;14;
5012;200701;8;;;1.6;0.9;16;2.7;;;;;;;;36.9;5;
5012;200802;8;;;1.3;2.1;18.1;8.6;;;;;;;;31.8;8;
5012;201909;8;;;5.1;;;;;;;;;;;;;
5012;201809;8;;;5.1;;;;;;;;;;;;;
5012;202008;8;;;8.2;;;;;;;;;;;;;
5012;202007;8;;;9.7;;;;;;;;;;;;;
5012;202006;8;;;7.3;;;;;;;;;;;;;
5012;202005;8;;;5.2;;;;;;;;;;;;;
5012;202004;8;;;2.5;;;;;;;;;;;;;
5012;202003;8;;;2.7;;;;;;;;;;;;;
5012;202002;8;;;2.6;;;;;;;;;;;;;
5012;202001;8;;;1.2;;;;;;;;;;;;;
5012;201912;8;;;1.7;;;;;;;;;;;;;
5012;202010;8;;;4.4;;;;;;;;;;;;;
5012;201910;8;;;4;;;;;;;;;;;;;
5012;202011;8;;;1.9;;;;;;;;;;;;;
5012;201908;8;;;8.3;;;;;;;;;;;;;
5012;201907;8;;;8.7;;;;;;;;;;;;;
5012;201906;8;;;8.3;;;;;;;;;;;;;
5012;201905;8;;;6.3;;;;;;;;;;;;;
5012;201904;8;;;3;;;;;;;;;;;;;
5012;201903;8;;;4.2;;;;;;;;;;;;;
5012;201902;8;;;2.8;;;;;;;;;;;;;
5012;201901;8;;;1.3;;;;;;;;;;;;;
5012;201812;8;;;1.5;;;;;;;;;;;;;
5012;201811;8;;;1.3;;;;;;;;;;;;;
5012;201404;8;;;4.1;;;;;;;;;;;100.2;9;
5012;201911;8;;;1.5;;;;;;;;;;;;;
5013;200311;8;;;;1.1;18;8.7;;;;;;;;98.9;10;
6001;200801;9;;;1.4;2.9;17.4;9;;;;;;;;122;6;
5013;200410;8;;;;3.1;25;12.3;;;;;;;;126;10;
5013;200409;8;;;;5.7;33.7;16.2;;;;;;;;3;1;
5013;200408;8;;;;8.7;37.8;19.5;;;;;;;;0;0;
5013;200407;8;;;;9.3;38.1;19.7;;;;;;;;0;0;
5013;200406;8;;;;8.4;37.9;19.5;;;;;;;;3.3;1;
5013;200405;8;;;;3.9;23.8;11.6;;;;;;;;80.3;12;
5013;200404;8;;;;3.7;21.9;15.1;;;;;;;;58.8;8;
5013;200403;8;;;;2.3;18.9;12.8;;;;;;;;66.6;11;
5013;200402;8;;;;1.4;17.3;5.6;;;;;;;;82.5;9;
5012;202009;8;;;7.4;;;;;;;;;;;;;
5013;200312;8;;;;0.6;14.6;4.9;;;;;;;;80.6;10;
5012;201808;8;;;8.1;;;;;;;;;;;;;
5013;200310;8;;;;6;32.9;16.8;;;;;;;;34.1;3;
5012;202109;8;;;5.8;;;;;;;;;;;;;
5012;202108;8;;;10.1;;;;;;;;;;;;;
5012;202107;8;;;11;;;;;;;;;;;;;
5012;202106;8;;;7.8;;;;;;;;;;;;;
5012;202105;8;;;6;;;;;;;;;;;;;
5012;202104;8;;;3.4;;;;;;;;;;;;;
5012;202103;8;;;1.9;;;;;;;;;;;;;
5012;202102;8;;;1.7;;;;;;;;;;;;;
5012;202101;8;;;0.9;;;;;;;;;;;;;
5012;202012;8;;;1.1;;;;;;;;;;;;;
5013;200401;8;;;;0.8;15.5;4.7;;;;;;;;22.2;9;
5012;201505;8;;;6.2;;;;;;;;;;;0.2;1;
5012;201810;8;;;3.3;;;;;;;;;;;;;
5012;201604;8;;;3.1;;;;;;;;;;;88;10;
5012;201603;8;;;2.3;;;;;;;;;;;28.2;8;
5012;201602;8;;;1.3;;;;;;;;;;;73.5;13;
5012;201601;8;;;1;;;;;;;;;;;80.1;20;
5012;201512;8;;;1.8;;;;;;;;;;;7.1;4;
5012;201511;8;;;2.3;;;;;;;;;;;25;3;
5012;201510;8;;;2.6;;;;;;;;;;;54.7;15;
5012;201509;8;;;4.2;;;;;;;;;;;21;5;
5012;201508;8;;;5.7;;;;;;;;;;;21.9;1;
5012;201606;8;;;6.7;;;;;;;;;;;0;0;
5012;201506;8;;;8.1;;;;;;;;;;;7.3;4;
5012;201607;8;;;7.4;;;;;;;;;;;0.9;2;
5012;201504;8;;;3.6;;;;;;;;;;;24.5;6;
5012;201503;8;;;2.1;;;;;;;;;;;40.8;10;
5012;201502;8;;;0.7;;;;;;;;;;;25;10;
5012;201501;8;;;0.6;;;;;;;;;;;50;11;
5012;201412;8;;;0.5;;;;;;;;;;;12;12;
5012;201411;8;;;1.6;;;;;;;;;;;161.8;17;
5012;201410;8;;;3.8;;;;;;;;;;;59.7;7;
5012;201409;8;;;4.5;;;;;;;;;;;24.6;7;
5012;201408;8;;;7.6;;;;;;;;;;;0;0;
5012;201407;8;;;7.3;;;;;;;;;;;0;0;
5012;200408;8;;;7.6;7;33;20.4;;;;;;;;1;1;
5012;201507;8;;;8.3;;;;;;;;;;;0.4;1;
5012;201707;8;;;7.3;;;;;;;;;;;;;
5012;201807;8;;;7.2;;;;;;;;;;;;;
5012;201806;8;;;5.1;;;;;;;;;;;;;
5012;201805;8;;;2.7;;;;;;;;;;;;;
5012;201804;8;;;2.3;;;;;;;;;;;;;
5012;201803;8;;;1.5;;;;;;;;;;;;;
5012;201802;8;;;1.5;;;;;;;;;;;;;
5012;201801;8;;;0.8;;;;;;;;;;;;;
5012;201712;8;;;1.2;;;;;;;;;;;;;
5012;201711;8;;;1.6;;;;;;;;;;;;;
5012;201710;8;;;3.8;;;;;;;;;;;;;
5012;201605;8;;;3.6;;;;;;;;;;;94.2;9;
5012;201708;8;;;6.9;;;;;;;;;;;;;
5012;201405;8;;;6;;;;;;;;;;;14.4;2;
5012;201706;8;;;7.8;;;;;;;;;;;;;
5012;201705;8;;;5;;;;;;;;;;;;;
5012;201704;8;;;5;;;;;;;;;;;;;
5012;201703;8;;;2.6;;;;;;;;;;;;;
5012;201702;8;;;1.4;;;;;;;;;;;;;
5012;201701;8;;;1.2;;;;;;;;;;;;;
5012;201612;8;;;1.2;;;;;;;;;;;;;
5012;201611;8;;;1.7;;;;;;;;;;;;;
5012;201610;8;;;3;;;;;;;;;;;;;
5012;201609;8;;;5;;;;;;;;;;;4.8;1;
5012;201608;8;;;7.1;;;;;;;;;;;0;0;
5012;201709;8;;;4.4;;;;;;;;;;;;;
5010;201109;8;;;5.3;;30.5;15.6;16.9;15.7;;;;;;33.5;2;
5010;201009;8;;;5.7;;;;;;;;;;;18.3;6;
5010;201208;8;;;8.5;;;;;;;;;;;0;0;
5010;201207;8;;;9.1;;;;;;;;;;;0;0;
5010;201206;8;;;8.7;;;;;;;;;;;0.1;1;
5010;201205;8;;;6;;;;;;;;;;;50.7;7;
5010;201204;8;;;3.4;;;;;;;;;;;44.9;12;
5010;201203;8;;;4.1;;20.2;4.6;7;5.6;;;;;;9.4;3;
5010;201202;8;;;3.1;;14.4;-0.3;1.8;1.2;;;;;;0.1;1;
5010;201201;8;;;1.5;;13.8;1.9;3.4;3.2;;;;;;11.3;22;
5010;201112;8;;;1.3;;14.2;4.1;5.8;5.5;;;;;;10.7;22;
5010;201210;8;;;3.3;;;;;;;;;;;103.8;13;
5010;201110;8;;;4.7;;26.8;12.6;13.8;12.8;;;;;;86.2;6;
5010;201211;8;;;1.5;;;;;;;;;;;254.6;20;
5010;201108;8;;;7.9;;35.7;19.1;20.4;17.6;;;;;;0.5;1;
5010;201107;8;;;8.2;;35.6;18.5;20.4;17.9;;;;;;0;0;
5010;201106;8;;;7.2;;32.7;16.9;19.8;16.6;;;;;;27;1;
5010;201105;8;;;5;;25.9;14;16.7;15.5;;;;;;26.6;5;
5010;201104;8;;;4.4;;;;;;;;;;;156.6;11;
5010;201103;8;;;2.9;;16.4;7.5;9.2;8.4;;;;;;81.3;9;
5010;201102;8;;;1.8;;14.8;4;5.5;5.3;;;;;;87.2;5;
5010;201101;8;;;1.2;;13.3;4.9;6.2;6;;;;;;132.7;9;
5010;201012;8;;;1.9;;13.9;5.9;9;8.3;;;;;;370.4;8;
5010;201011;8;;;1.6;;15.4;7.1;9.2;8.8;;;;;;100.5;14;
5010;201412;8;;;1.2;;;;;;;;;;;66.7;17;
5010;201111;8;;;2.1;;16.3;8;9.4;9;;;;;;159.6;18;
5010;201311;8;;;2.6;;;;;;;;;;;2.3;3;
